Verse,Verse_sans,Translation,Link
2/51,karma-jaṁ buddhi-yuktā hiphalaṁ tyaktvā manīṣiṇaḥjanma-bandha-vinirmuktāḥpadaṁ gacchanty anāmayam,"By thus engaging in devotional service to the Lord, great sages or devotees free themselves from the results of work in the material world. In this way they become free from the cycle of birth and death and attain the state beyond all miseries [by going back to Godhead].",https://vedabase.io/en/library/bg/2/51/
2/52,yadā te moha-kalilaṁbuddhir vyatitariṣyatitadā gantāsi nirvedaṁśrotavyasya śrutasya ca,"When your intelligence has passed out of the dense forest of delusion, you shall become indifferent to all that has been heard and all that is to be heard.",https://vedabase.io/en/library/bg/2/52/
2/53,śruti-vipratipannā teyadā sthāsyati niścalāsamādhāv acalā buddhistadā yogam avāpsyasi,"When your mind is no longer disturbed by the flowery language of the Vedas, and when it remains fixed in the trance of self-realization, then you will have attained the divine consciousness.",https://vedabase.io/en/library/bg/2/53/
2/54,arjuna uvācasthita-prajñasya kā bhāṣāsamādhi-sthasya keśavasthita-dhīḥ kiṁ prabhāṣetakim āsīta vrajeta kim,"Arjuna said: O Kṛṣṇa, what are the symptoms of one whose consciousness is thus merged in transcendence? How does he speak, and what is his language? How does he sit, and how does he walk?",https://vedabase.io/en/library/bg/2/54/
2/55,śrī-bhagavān uvācaprajahāti yadā kāmānsarvān pārtha mano-gatānātmany evātmanā tuṣṭaḥsthita-prajñas tadocyate,"The Supreme Personality of Godhead said: O Pārtha, when a man gives up all varieties of desire for sense gratification, which arise from mental concoction, and when his mind, thus purified, finds satisfaction in the self alone, then he is said to be in pure transcendental consciousness.",https://vedabase.io/en/library/bg/2/55/
2/56,duḥkheṣv anudvigna-manāḥsukheṣu vigata-spṛhaḥvīta-rāga-bhaya-krodhaḥsthita-dhīr munir ucyate,"One who is not disturbed in mind even amidst the threefold miseries or elated when there is happiness, and who is free from attachment, fear and anger, is called a sage of steady mind.",https://vedabase.io/en/library/bg/2/56/
2/57,yaḥ sarvatrānabhisnehastat tat prāpya śubhāśubhamnābhinandati na dveṣṭitasya prajñā pratiṣṭhitā,"In the material world, one who is unaffected by whatever good or evil he may obtain, neither praising it nor despising it, is firmly fixed in perfect knowledge.",https://vedabase.io/en/library/bg/2/57/
2/58,yadā saṁharate cāyaṁkūrmo ’ṅgānīva sarvaśaḥindriyāṇīndriyārthebhyastasya prajñā pratiṣṭhitā,"One who is able to withdraw his senses from sense objects, as the tortoise draws its limbs within the shell, is firmly fixed in perfect consciousness.",https://vedabase.io/en/library/bg/2/58/
2/59,viṣayā vinivartantenirāhārasya dehinaḥrasa-varjaṁ raso ’py asyaparaṁ dṛṣṭvā nivartate,"Though the embodied soul may be restricted from sense enjoyment, the taste for sense objects remains. But, ceasing such engagements by experiencing a higher taste, he is fixed in consciousness.",https://vedabase.io/en/library/bg/2/59/
2/60,yatato hy api kaunteyapuruṣasya vipaścitaḥindriyāṇi pramāthīniharanti prasabhaṁ manaḥ,"The senses are so strong and impetuous, O Arjuna, that they forcibly carry away the mind even of a man of discrimination who is endeavoring to control them.",https://vedabase.io/en/library/bg/2/60/
2/61,tāni sarvāṇi saṁyamyayukta āsīta mat-paraḥvaśe hi yasyendriyāṇitasya prajñā pratiṣṭhitā,"One who restrains his senses, keeping them under full control, and fixes his consciousness upon Me, is known as a man of steady intelligence.",https://vedabase.io/en/library/bg/2/61/
2/62,dhyāyato viṣayān puṁsaḥsaṅgas teṣūpajāyatesaṅgāt sañjāyate kāmaḥkāmāt krodho ’bhijāyate,"While contemplating the objects of the senses, a person develops attachment for them, and from such attachment lust develops, and from lust anger arises.",https://vedabase.io/en/library/bg/2/62/
2/63,krodhād bhavati sammohaḥsammohāt smṛti-vibhramaḥsmṛti-bhraṁśād buddhi-nāśobuddhi-nāśāt praṇaśyati,"From anger, complete delusion arises, and from delusion bewilderment of memory. When memory is bewildered, intelligence is lost, and when intelligence is lost one falls down again into the material pool.",https://vedabase.io/en/library/bg/2/63/
2/64,rāga-dveṣa-vimuktais tuviṣayān indriyaiś caranātma-vaśyair vidheyātmāprasādam adhigacchati,But a person free from all attachment and aversion and able to control his senses through regulative principles of freedom can obtain the complete mercy of the Lord.,https://vedabase.io/en/library/bg/2/64/
2/65,prasāde sarva-duḥkhānāṁhānir asyopajāyateprasanna-cetaso hy āśubuddhiḥ paryavatiṣṭhate,"For one thus satisfied [in Kṛṣṇa consciousness], the threefold miseries of material existence exist no longer; in such satisfied consciousness, one’s intelligence is soon well established.",https://vedabase.io/en/library/bg/2/65/
2/66,nāsti buddhir ayuktasyana cāyuktasya bhāvanāna cābhāvayataḥ śāntiraśāntasya kutaḥ sukham,"One who is not connected with the Supreme [in Kṛṣṇa consciousness] can have neither transcendental intelligence nor a steady mind, without which there is no possibility of peace. And how can there be any happiness without peace?",https://vedabase.io/en/library/bg/2/66/
2/67,indriyāṇāṁ hi caratāṁyan mano ’nuvidhīyatetad asya harati prajñāṁvāyur nāvam ivāmbhasi,"As a strong wind sweeps away a boat on the water, even one of the roaming senses on which the mind focuses can carry away a man’s intelligence.",https://vedabase.io/en/library/bg/2/67/
2/68,tasmād yasya mahā-bāhonigṛhītāni sarvaśaḥindriyāṇīndriyārthebhyastasya prajñā pratiṣṭhitā,"Therefore, O mighty-armed, one whose senses are restrained from their objects is certainly of steady intelligence.",https://vedabase.io/en/library/bg/2/68/
2/69,yā niśā sarva-bhūtānāṁtasyāṁ jāgarti saṁyamīyasyāṁ jāgrati bhūtānisā niśā paśyato muneḥ,What is night for all beings is the time of awakening for the self-controlled; and the time of awakening for all beings is night for the introspective sage.,https://vedabase.io/en/library/bg/2/69/
2/70,āpūryamāṇam acala-pratiṣṭhaṁsamudram āpaḥ praviśanti yadvattadvat kāmā yaṁ praviśanti sarvesa śāntim āpnoti na kāma-kāmī,"A person who is not disturbed by the incessant flow of desires – that enter like rivers into the ocean, which is ever being filled but is always still – can alone achieve peace, and not the man who strives to satisfy such desires.",https://vedabase.io/en/library/bg/2/70/
2/71,vihāya kāmān yaḥ sarvānpumāṁś carati niḥspṛhaḥnirmamo nirahaṅkāraḥsa śāntim adhigacchati,"A person who has given up all desires for sense gratification, who lives free from desires, who has given up all sense of proprietorship and is devoid of false ego – he alone can attain real peace.",https://vedabase.io/en/library/bg/2/71/
2/72,eṣā brāhmī sthitiḥ pārthanaināṁ prāpya vimuhyatisthitvāsyām anta-kāle ’pibrahma-nirvāṇam ṛcchati,"That is the way of the spiritual and godly life, after attaining which a man is not bewildered. If one is thus situated even at the hour of death, one can enter into the kingdom of God.",https://vedabase.io/en/library/bg/2/72/
3/1,arjuna uvācajyāyasī cet karmaṇas tematā buddhir janārdanatat kiṁ karmaṇi ghore māṁniyojayasi keśava,"Arjuna said: O Janārdana, O Keśava, why do You want to engage me in this ghastly warfare, if You think that intelligence is better than fruitive work?",https://vedabase.io/en/library/bg/3/1/
3/2,vyāmiśreṇeva vākyenabuddhiṁ mohayasīva metad ekaṁ vada niścityayena śreyo ’ham āpnuyām,"My intelligence is bewildered by Your equivocal instructions. Therefore, please tell me decisively which will be most beneficial for me.",https://vedabase.io/en/library/bg/3/2/
3/3,śrī-bhagavān uvācaloke ’smin dvi-vidhā niṣṭhāpurā proktā mayānaghajñāna-yogena sāṅkhyānāṁkarma-yogena yoginām,"The Supreme Personality of Godhead said: O sinless Arjuna, I have already explained that there are two classes of men who try to realize the self. Some are inclined to understand it by empirical, philosophical speculation, and others by devotional service.",https://vedabase.io/en/library/bg/3/3/
3/4,na karmaṇām anārambhānnaiṣkarmyaṁ puruṣo ’śnutena ca sannyasanād evasiddhiṁ samadhigacchati,"Not by merely abstaining from work can one achieve freedom from reaction, nor by renunciation alone can one attain perfection.",https://vedabase.io/en/library/bg/3/4/
3/5,na hi kaścit kṣaṇam apijātu tiṣṭhaty akarma-kṛtkāryate hy avaśaḥ karmasarvaḥ prakṛti-jair guṇaiḥ,"Everyone is forced to act helplessly according to the qualities he has acquired from the modes of material nature; therefore no one can refrain from doing something, not even for a moment.",https://vedabase.io/en/library/bg/3/5/
3/6,karmendriyāṇi saṁyamyaya āste manasā smaranindriyārthān vimūḍhātmāmithyācāraḥ sa ucyate,One who restrains the senses of action but whose mind dwells on sense objects certainly deludes himself and is called a pretender.,https://vedabase.io/en/library/bg/3/6/
3/7,yas tv indriyāṇi manasāniyamyārabhate ’rjunakarmendriyaiḥ karma-yogamasaktaḥ sa viśiṣyate,"On the other hand, if a sincere person tries to control the active senses by the mind and begins karma-yoga [in Kṛṣṇa consciousness] without attachment, he is by far superior.",https://vedabase.io/en/library/bg/3/7/
3/8,niyataṁ kuru karma tvaṁkarma jyāyo hy akarmaṇaḥśarīra-yātrāpi ca tena prasidhyed akarmaṇaḥ,"Perform your prescribed duty, for doing so is better than not working. One cannot even maintain one’s physical body without work.",https://vedabase.io/en/library/bg/3/8/
3/9,yajñārthāt karmaṇo ’nyatraloko ’yaṁ karma-bandhanaḥtad-arthaṁ karma kaunteyamukta-saṅgaḥ samācara,"Work done as a sacrifice for Viṣṇu has to be performed; otherwise work causes bondage in this material world. Therefore, O son of Kuntī, perform your prescribed duties for His satisfaction, and in that way you will always remain free from bondage.",https://vedabase.io/en/library/bg/3/9/
3/10,saha-yajñāḥ prajāḥ sṛṣṭvāpurovāca prajāpatiḥanena prasaviṣyadhvameṣa vo ’stv iṣṭa-kāma-dhuk,"In the beginning of creation, the Lord of all creatures sent forth generations of men and demigods, along with sacrifices for Viṣṇu, and blessed them by saying, “Be thou happy by this yajña [sacrifice] because its performance will bestow upon you everything desirable for living happily and achieving liberation.”",https://vedabase.io/en/library/bg/3/10/
3/11,devān bhāvayatānenate devā bhāvayantu vaḥparasparaṁ bhāvayantaḥśreyaḥ param avāpsyatha,"The demigods, being pleased by sacrifices, will also please you, and thus, by cooperation between men and demigods, prosperity will reign for all.",https://vedabase.io/en/library/bg/3/11/
3/12,iṣṭān bhogān hi vo devādāsyante yajña-bhāvitāḥtair dattān apradāyaibhyoyo bhuṅkte stena eva saḥ,"In charge of the various necessities of life, the demigods, being satisfied by the performance of yajña [sacrifice], will supply all necessities to you. But he who enjoys such gifts without offering them to the demigods in return is certainly a thief.",https://vedabase.io/en/library/bg/3/12/
3/13,yajña-śiṣṭāśinaḥ santomucyante sarva-kilbiṣaiḥbhuñjate te tv aghaṁ pāpāye pacanty ātma-kāraṇāt,"The devotees of the Lord are released from all kinds of sins because they eat food which is offered first for sacrifice. Others, who prepare food for personal sense enjoyment, verily eat only sin.",https://vedabase.io/en/library/bg/3/13/
3/14,annād bhavanti bhūtāniparjanyād anna-sambhavaḥyajñād bhavati parjanyoyajñaḥ karma-samudbhavaḥ,"All living bodies subsist on food grains, which are produced from rains. Rains are produced by performance of yajña [sacrifice], and yajña is born of prescribed duties.",https://vedabase.io/en/library/bg/3/14/
3/15,karma brahmodbhavaṁ viddhibrahmākṣara-samudbhavamtasmāt sarva-gataṁ brahmanityaṁ yajñe pratiṣṭhitam,"Regulated activities are prescribed in the Vedas, and the Vedas are directly manifested from the Supreme Personality of Godhead. Consequently the all-pervading Transcendence is eternally situated in acts of sacrifice.",https://vedabase.io/en/library/bg/3/15/
3/16,evaṁ pravartitaṁ cakraṁnānuvartayatīha yaḥaghāyur indriyārāmomoghaṁ pārtha sa jīvati,"My dear Arjuna, one who does not follow in human life the cycle of sacrifice thus established by the Vedas certainly leads a life full of sin. Living only for the satisfaction of the senses, such a person lives in vain.",https://vedabase.io/en/library/bg/3/16/
3/17,yas tv ātma-ratir eva syādātma-tṛptaś ca mānavaḥātmany eva ca santuṣṭastasya kāryaṁ na vidyate,"But for one who takes pleasure in the Self, whose human life is one of self-realization, and who is satisfied in the Self only, fully satiated – for him there is no duty.",https://vedabase.io/en/library/bg/3/17/
3/18,naiva tasya kṛtenārthonākṛteneha kaścanana cāsya sarva-bhūteṣukaścid artha-vyapāśrayaḥ,"A self-realized man has no purpose to fulfill in the discharge of his prescribed duties, nor has he any reason not to perform such work. Nor has he any need to depend on any other living being.",https://vedabase.io/en/library/bg/3/18/
3/19,tasmād asaktaḥ satataṁkāryaṁ karma samācaraasakto hy ācaran karmaparam āpnoti pūruṣaḥ,"Therefore, without being attached to the fruits of activities, one should act as a matter of duty, for by working without attachment one attains the Supreme.",https://vedabase.io/en/library/bg/3/19/
3/20,karmaṇaiva hi saṁsiddhimāsthitā janakādayaḥloka-saṅgraham evāpisampaśyan kartum arhasi,"Kings such as Janaka attained perfection solely by performance of prescribed duties. Therefore, just for the sake of educating the people in general, you should perform your work.",https://vedabase.io/en/library/bg/3/20/
